"","Data","Measure_Code","Measure_ItemName_ENG","Measure_SortOrder","Measure_Hierarchy","Measure_ItemNotes_ENG","Period_Code","Period_ItemName_ENG","Period_SortOrder","Period_Hierarchy","Period_ItemNotes_ENG","Transactiontype_Code","Transactiontype_ItemName_ENG","Transactiontype_SortOrder","Transactiontype_Hierarchy","Transactiontype_ItemNotes_ENG","Transactionvalue_Code","Transactionvalue_ItemName_ENG","Transactionvalue_SortOrder","Transactionvalue_Hierarchy","Transactionvalue_ItemNotes_ENG","PartitionKey"
"143",8,"D","Tax due (£ million)","102","0","","202122Q1","April to June 2021-22","410","202122","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"144",146,"V","Property value taxed (£ million)","103","0","","202122Q1","April to June 2021-22","410","202122","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"145",18.9,"D","Tax due (£ million)","102","0","","202122Q1","April to June 2021-22","410","202122","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"146",1260,"V","Property value taxed (£ million)","103","0","","202122Q1","April to June 2021-22","410","202122","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"147",343,"V","Property value taxed (£ million)","103","0","","202122Oct","October 2021-22","431","202122Q3","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"148",0.8,"D","Tax due (£ million)","102","0","","202122Oct","October 2021-22","431","202122Q3","","MR","Revenue from main rate","121","RH","","A03","Residential £250,001 to 400,000","103","A99","",""
"149",1.8,"D","Tax due (£ million)","102","0","","202122Oct","October 2021-22","431","202122Q3","","HR","Revenue from higher rate","122","RH","","A03","Residential £250,001 to 400,000","103","A99","",""
"150",6.6,"D","Tax due (£ million)","102","0","","202122Q1","April to June 2021-22","410","202122","","HR","Revenue from higher rate","122","RH","","A03","Residential £250,001 to 400,000","103","A99","",""
"151",11,"D","Tax due (£ million)","102","0","","202122Q1","April to June 2021-22","410","202122","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"152",1114,"V","Property value taxed (£ million)","103","0","","202122Q1","April to June 2021-22","410","202122","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"153",296,"V","Property value taxed (£ million)","103","0","","202122Oct","October 2021-22","431","202122Q3","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"154",47,"V","Property value taxed (£ million)","103","0","","202122Oct","October 2021-22","431","202122Q3","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"155",150,"C","Number of transactions","101","0","","202122Oct","October 2021-22","431","202122Q3","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"156",2.5,"D","Tax due (£ million)","102","0","","202122Oct","October 2021-22","431","202122Q3","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"157",1090,"C","Number of transactions","101","0","","202122Oct","October 2021-22","431","202122Q3","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"158",7.9,"D","Tax due (£ million)","102","0","","202122Oct","October 2021-22","431","202122Q3","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"159",7.9,"D","Tax due (£ million)","102","0","","202122Nov","November 2021-22","432","202122Q3","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"160",338,"V","Property value taxed (£ million)","103","0","","202122Nov","November 2021-22","432","202122Q3","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"161",1080,"C","Number of transactions","101","0","","202122Nov","November 2021-22","432","202122Q3","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"162",0.9,"D","Tax due (£ million)","102","0","","202122Nov","November 2021-22","432","202122Q3","","MR","Revenue from main rate","121","RH","","A03","Residential £250,001 to 400,000","103","A99","",""
"163",940,"C","Number of transactions","101","0","","202122Oct","October 2021-22","431","202122Q3","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"164",5.3,"D","Tax due (£ million)","102","0","","202122Oct","October 2021-22","431","202122Q3","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"165",5.1,"D","Tax due (£ million)","102","0","","202122Nov","November 2021-22","432","202122Q3","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"166",289,"V","Property value taxed (£ million)","103","0","","202122Nov","November 2021-22","432","202122Q3","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"167",930,"C","Number of transactions","101","0","","202122Nov","November 2021-22","432","202122Q3","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"168",160,"C","Number of transactions","101","0","","202122Nov","November 2021-22","432","202122Q3","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"169",2.8,"D","Tax due (£ million)","102","0","","202122Nov","November 2021-22","432","202122Q3","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"170",49,"V","Property value taxed (£ million)","103","0","","202122Nov","November 2021-22","432","202122Q3","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"171",40,"V","Property value taxed (£ million)","103","0","","202122May","May 2021-22","412","202122Q1","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"172",4.3,"D","Tax due (£ million)","102","0","","202122May","May 2021-22","412","202122Q1","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"173",274,"V","Property value taxed (£ million)","103","0","","202122May","May 2021-22","412","202122Q1","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"174",890,"C","Number of transactions","101","0","","202122May","May 2021-22","412","202122Q1","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"175",0.4,"D","Tax due (£ million)","102","0","","202122May","May 2021-22","412","202122Q1","","MR","Revenue from main rate","121","RH","","A03","Residential £250,001 to 400,000","103","A99","",""
"176",1.9,"D","Tax due (£ million)","102","0","","202122Nov","November 2021-22","432","202122Q3","","HR","Revenue from higher rate","122","RH","","A03","Residential £250,001 to 400,000","103","A99","",""
"177",1.8,"D","Tax due (£ million)","102","0","","202122May","May 2021-22","412","202122Q1","","HR","Revenue from higher rate","122","RH","","A03","Residential £250,001 to 400,000","103","A99","",""
"178",2.2,"D","Tax due (£ million)","102","0","","202122May","May 2021-22","412","202122Q1","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"179",234,"V","Property value taxed (£ million)","103","0","","202122May","May 2021-22","412","202122Q1","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"180",760,"C","Number of transactions","101","0","","202122May","May 2021-22","412","202122Q1","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"181",130,"C","Number of transactions","101","0","","202122May","May 2021-22","412","202122Q1","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"182",2.2,"D","Tax due (£ million)","102","0","","202122May","May 2021-22","412","202122Q1","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"183",2.7,"D","Tax due (£ million)","102","0","","202122Mar","March 2021-22","443","202122Q4","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"184",54,"V","Property value taxed (£ million)","103","0","","202122Mar","March 2021-22","443","202122Q4","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"185",7.6,"D","Tax due (£ million)","102","0","","202122Mar","March 2021-22","443","202122Q4","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"186",319,"V","Property value taxed (£ million)","103","0","","202122Mar","March 2021-22","443","202122Q4","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"187",1010,"C","Number of transactions","101","0","","202122Mar","March 2021-22","443","202122Q4","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"188",0.8,"D","Tax due (£ million)","102","0","","202122Mar","March 2021-22","443","202122Q4","","MR","Revenue from main rate","121","RH","","A03","Residential £250,001 to 400,000","103","A99","",""
"189",0.6,"D","Tax due (£ million)","102","0","","202122Jun","June 2021-22","413","202122Q1","","MR","Revenue from main rate","121","RH","","A03","Residential £250,001 to 400,000","103","A99","",""
"190",1.9,"D","Tax due (£ million)","102","0","","202122Mar","March 2021-22","443","202122Q4","","HR","Revenue from higher rate","122","RH","","A03","Residential £250,001 to 400,000","103","A99","",""
"191",4.9,"D","Tax due (£ million)","102","0","","202122Mar","March 2021-22","443","202122Q4","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"192",266,"V","Property value taxed (£ million)","103","0","","202122Mar","March 2021-22","443","202122Q4","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"193",840,"C","Number of transactions","101","0","","202122Mar","March 2021-22","443","202122Q4","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"194",170,"C","Number of transactions","101","0","","202122Mar","March 2021-22","443","202122Q4","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"195",210,"C","Number of transactions","101","0","","202122Jun","June 2021-22","413","202122Q1","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"196",3.6,"D","Tax due (£ million)","102","0","","202122Jun","June 2021-22","413","202122Q1","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"197",66,"V","Property value taxed (£ million)","103","0","","202122Jun","June 2021-22","413","202122Q1","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"198",9.9,"D","Tax due (£ million)","102","0","","202122Jun","June 2021-22","413","202122Q1","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"199",683,"V","Property value taxed (£ million)","103","0","","202122Jun","June 2021-22","413","202122Q1","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"200",2170,"C","Number of transactions","101","0","","202122Jun","June 2021-22","413","202122Q1","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"201",620,"C","Number of transactions","101","0","","202122Jul","July 2021-22","421","202122Q2","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"202",0.7,"D","Tax due (£ million)","102","0","","202122Jul","July 2021-22","421","202122Q2","","MR","Revenue from main rate","121","RH","","A03","Residential £250,001 to 400,000","103","A99","",""
"203",3,"D","Tax due (£ million)","102","0","","202122Jun","June 2021-22","413","202122Q1","","HR","Revenue from higher rate","122","RH","","A03","Residential £250,001 to 400,000","103","A99","",""
"204",6.3,"D","Tax due (£ million)","102","0","","202122Jun","June 2021-22","413","202122Q1","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"205",617,"V","Property value taxed (£ million)","103","0","","202122Jun","June 2021-22","413","202122Q1","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"206",1960,"C","Number of transactions","101","0","","202122Jun","June 2021-22","413","202122Q1","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"207",490,"C","Number of transactions","101","0","","202122Jul","July 2021-22","421","202122Q2","","RS","Main rate residential","110","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"208",130,"C","Number of transactions","101","0","","202122Jul","July 2021-22","421","202122Q2","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"209",2.2,"D","Tax due (£ million)","102","0","","202122Jul","July 2021-22","421","202122Q2","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"210",40,"V","Property value taxed (£ million)","103","0","","202122Jul","July 2021-22","421","202122Q2","","RH","Higher rates residential","120","RE","","A03","Residential £250,001 to 400,000","103","A99","",""
"211",4.9,"D","Tax due (£ million)","102","0","","202122Jul","July 2021-22","421","202122Q2","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"212",192,"V","Property value taxed (£ million)","103","0","","202122Jul","July 2021-22","421","202122Q2","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"213",234,"V","Property value taxed (£ million)","103","0","","202122Jan","January 2021-22","441","202122Q4","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"214",750,"C","Number of transactions","101","0","","202122Jan","January 2021-22","441","202122Q4","","RE","Residential","100","TO","","A03","Residential £250,001 to 400,000","103","A99","",""
"215",0.7,"D","Tax due (£ million)","102","0","","202122Jan","January 2021-22","441","202122Q4","","MR","Revenue from main rate","121","RH","","A03","Residential £250,001 to 400,000","103","A99","",""
"216",1.6,"D","Tax due (£ million)","102","0","","202122Jul","July 2021-22","421","202122Q2","","HR","Revenue from higher rate","122","RH","","A03","Residential £250,001 to 400,000","103","A99","",""
