"","periodCode","periodDescription","transactionTypeCode","transactionTypeDescription","valueBinCode","valueBinDescription","measureCode","measureCodeDescription","dataValue","lowBin","highBin","baseYear"
"966","YE20220331","Year ending 31 March 2022","RE","Residential",59,"£290,001 to £295,000","C","Number of transactions",510,290001,295000,2022
"1057","YE20220331","Year ending 31 March 2022","RE","Residential",59,"£290,001 to £295,000","D","Tax due (£ million)",2.9,290001,295000,2022
"1148","YE20220331","Year ending 31 March 2022","RE","Residential",59,"£290,001 to £295,000","V","Property value taxed (£ million)",151,290001,295000,2022
"967","YE20220331","Year ending 31 March 2022","RE","Residential",60,"£295,001 to £300,000","C","Number of transactions",720,295001,3e+05,2022
"1058","YE20220331","Year ending 31 March 2022","RE","Residential",60,"£295,001 to £300,000","D","Tax due (£ million)",3.9,295001,3e+05,2022
"1149","YE20220331","Year ending 31 March 2022","RE","Residential",60,"£295,001 to £300,000","V","Property value taxed (£ million)",215,295001,3e+05,2022
"968","YE20220331","Year ending 31 March 2022","RE","Residential",61,"£300,001 to £305,000","C","Number of transactions",290,300001,305000,2022
"1059","YE20220331","Year ending 31 March 2022","RE","Residential",61,"£300,001 to £305,000","D","Tax due (£ million)",1.7,300001,305000,2022
"1150","YE20220331","Year ending 31 March 2022","RE","Residential",61,"£300,001 to £305,000","V","Property value taxed (£ million)",89,300001,305000,2022
"969","YE20220331","Year ending 31 March 2022","RE","Residential",62,"£305,001 to £310,000","C","Number of transactions",440,305001,310000,2022
"1060","YE20220331","Year ending 31 March 2022","RE","Residential",62,"£305,001 to £310,000","D","Tax due (£ million)",2.8,305001,310000,2022
"1151","YE20220331","Year ending 31 March 2022","RE","Residential",62,"£305,001 to £310,000","V","Property value taxed (£ million)",137,305001,310000,2022
"970","YE20220331","Year ending 31 March 2022","RE","Residential",63,"£310,001 to £315,000","C","Number of transactions",410,310001,315000,2022
"1061","YE20220331","Year ending 31 March 2022","RE","Residential",63,"£310,001 to £315,000","D","Tax due (£ million)",2.8,310001,315000,2022
"1152","YE20220331","Year ending 31 March 2022","RE","Residential",63,"£310,001 to £315,000","V","Property value taxed (£ million)",128,310001,315000,2022
"971","YE20220331","Year ending 31 March 2022","RE","Residential",64,"£315,001 to £320,000","C","Number of transactions",470,315001,320000,2022
"1062","YE20220331","Year ending 31 March 2022","RE","Residential",64,"£315,001 to £320,000","D","Tax due (£ million)",3.4,315001,320000,2022
"1153","YE20220331","Year ending 31 March 2022","RE","Residential",64,"£315,001 to £320,000","V","Property value taxed (£ million)",148,315001,320000,2022
"972","YE20220331","Year ending 31 March 2022","RE","Residential",65,"£320,001 to £325,000","C","Number of transactions",400,320001,325000,2022
"1063","YE20220331","Year ending 31 March 2022","RE","Residential",65,"£320,001 to £325,000","D","Tax due (£ million)",2.7,320001,325000,2022
"1154","YE20220331","Year ending 31 March 2022","RE","Residential",65,"£320,001 to £325,000","V","Property value taxed (£ million)",129,320001,325000,2022
"973","YE20220331","Year ending 31 March 2022","RE","Residential",66,"£325,001 to £330,000","C","Number of transactions",430,325001,330000,2022
"1064","YE20220331","Year ending 31 March 2022","RE","Residential",66,"£325,001 to £330,000","D","Tax due (£ million)",3.1,325001,330000,2022
"1155","YE20220331","Year ending 31 March 2022","RE","Residential",66,"£325,001 to £330,000","V","Property value taxed (£ million)",141,325001,330000,2022
"974","YE20220331","Year ending 31 March 2022","RE","Residential",67,"£330,001 to £335,000","C","Number of transactions",280,330001,335000,2022
"1065","YE20220331","Year ending 31 March 2022","RE","Residential",67,"£330,001 to £335,000","D","Tax due (£ million)",2.1,330001,335000,2022
"1156","YE20220331","Year ending 31 March 2022","RE","Residential",67,"£330,001 to £335,000","V","Property value taxed (£ million)",93,330001,335000,2022
"975","YE20220331","Year ending 31 March 2022","RE","Residential",68,"£335,001 to £340,000","C","Number of transactions",340,335001,340000,2022
"1066","YE20220331","Year ending 31 March 2022","RE","Residential",68,"£335,001 to £340,000","D","Tax due (£ million)",2.8,335001,340000,2022
"1157","YE20220331","Year ending 31 March 2022","RE","Residential",68,"£335,001 to £340,000","V","Property value taxed (£ million)",116,335001,340000,2022
"976","YE20220331","Year ending 31 March 2022","RE","Residential",69,"£340,001 to £345,000","C","Number of transactions",290,340001,345000,2022
"1067","YE20220331","Year ending 31 March 2022","RE","Residential",69,"£340,001 to £345,000","D","Tax due (£ million)",2.2,340001,345000,2022
"1158","YE20220331","Year ending 31 March 2022","RE","Residential",69,"£340,001 to £345,000","V","Property value taxed (£ million)",98,340001,345000,2022
"977","YE20220331","Year ending 31 March 2022","RE","Residential",70,"£345,001 to £350,000","C","Number of transactions",470,345001,350000,2022
"1068","YE20220331","Year ending 31 March 2022","RE","Residential",70,"£345,001 to £350,000","D","Tax due (£ million)",4.2,345001,350000,2022
"1159","YE20220331","Year ending 31 March 2022","RE","Residential",70,"£345,001 to £350,000","V","Property value taxed (£ million)",163,345001,350000,2022
"2","YE20220331","Year ending 31 March 2022","RE","Residential",72,"£350,001 to Â£360,000","C","Number of transactions",510,350001,360000,2022
"4","YE20220331","Year ending 31 March 2022","RE","Residential",72,"£350,001 to Â£360,000","D","Tax due (£ million)",4.6,350001,360000,2022
"6","YE20220331","Year ending 31 March 2022","RE","Residential",72,"£350,001 to Â£360,000","V","Property value taxed (£ million)",182,350001,360000,2022
"21","YE20220331","Year ending 31 March 2022","RE","Residential",74,"Â£360,001 to Â£370,000","C","Number of transactions",540,360001,370000,2022
"41","YE20220331","Year ending 31 March 2022","RE","Residential",74,"Â£360,001 to Â£370,000","D","Tax due (£ million)",5.2,360001,370000,2022
"61","YE20220331","Year ending 31 March 2022","RE","Residential",74,"Â£360,001 to Â£370,000","V","Property value taxed (£ million)",199,360001,370000,2022
"23","YE20220331","Year ending 31 March 2022","RE","Residential",76,"Â£370,001 to Â£380,000","C","Number of transactions",550,370001,380000,2022
"42","YE20220331","Year ending 31 March 2022","RE","Residential",76,"Â£370,001 to Â£380,000","D","Tax due (£ million)",5.5,370001,380000,2022
"62","YE20220331","Year ending 31 March 2022","RE","Residential",76,"Â£370,001 to Â£380,000","V","Property value taxed (£ million)",209,370001,380000,2022
"25","YE20220331","Year ending 31 March 2022","RE","Residential",78,"Â£380,001 to Â£390,000","C","Number of transactions",500,380001,390000,2022
"43","YE20220331","Year ending 31 March 2022","RE","Residential",78,"Â£380,001 to Â£390,000","D","Tax due (£ million)",5.4,380001,390000,2022
"63","YE20220331","Year ending 31 March 2022","RE","Residential",78,"Â£380,001 to Â£390,000","V","Property value taxed (£ million)",193,380001,390000,2022
"26","YE20220331","Year ending 31 March 2022","RE","Residential",80,"Â£390,001 to Â£400,000","C","Number of transactions",560,390001,4e+05,2022
"44","YE20220331","Year ending 31 March 2022","RE","Residential",80,"Â£390,001 to Â£400,000","D","Tax due (£ million)",6.4,390001,4e+05,2022
"64","YE20220331","Year ending 31 March 2022","RE","Residential",80,"Â£390,001 to Â£400,000","V","Property value taxed (£ million)",221,390001,4e+05,2022
"988","YE20220331","Year ending 31 March 2022","RE","Residential",81,"£400,001 to £425,000","C","Number of transactions",810,400001,425000,2022
"1079","YE20220331","Year ending 31 March 2022","RE","Residential",81,"£400,001 to £425,000","D","Tax due (£ million)",10.2,400001,425000,2022
"1170","YE20220331","Year ending 31 March 2022","RE","Residential",81,"£400,001 to £425,000","V","Property value taxed (£ million)",338,400001,425000,2022
"989","YE20220331","Year ending 31 March 2022","RE","Residential",82,"£425,001 to £450,000","C","Number of transactions",780,425001,450000,2022
"1080","YE20220331","Year ending 31 March 2022","RE","Residential",82,"£425,001 to £450,000","D","Tax due (£ million)",11.6,425001,450000,2022
"1171","YE20220331","Year ending 31 March 2022","RE","Residential",82,"£425,001 to £450,000","V","Property value taxed (£ million)",345,425001,450000,2022
"990","YE20220331","Year ending 31 March 2022","RE","Residential",83,"£450,001 to £500,000","C","Number of transactions",1070,450001,5e+05,2022
"1081","YE20220331","Year ending 31 March 2022","RE","Residential",83,"£450,001 to £500,000","D","Tax due (£ million)",18.6,450001,5e+05,2022
"1172","YE20220331","Year ending 31 March 2022","RE","Residential",83,"£450,001 to £500,000","V","Property value taxed (£ million)",511,450001,5e+05,2022
"991","YE20220331","Year ending 31 March 2022","RE","Residential",84,"£500,001 to £550,000","C","Number of transactions",620,500001,550000,2022
"1082","YE20220331","Year ending 31 March 2022","RE","Residential",84,"£500,001 to £550,000","D","Tax due (£ million)",13.2,500001,550000,2022
"1173","YE20220331","Year ending 31 March 2022","RE","Residential",84,"£500,001 to £550,000","V","Property value taxed (£ million)",330,500001,550000,2022
"992","YE20220331","Year ending 31 March 2022","RE","Residential",85,"£550,001 to £600,000","C","Number of transactions",470,550001,6e+05,2022
"1083","YE20220331","Year ending 31 March 2022","RE","Residential",85,"£550,001 to £600,000","D","Tax due (£ million)",12.2,550001,6e+05,2022
"1174","YE20220331","Year ending 31 March 2022","RE","Residential",85,"£550,001 to £600,000","V","Property value taxed (£ million)",274,550001,6e+05,2022
"993","YE20220331","Year ending 31 March 2022","RE","Residential",86,"£600,001 to £650,000","C","Number of transactions",330,600001,650000,2022
"1084","YE20220331","Year ending 31 March 2022","RE","Residential",86,"£600,001 to £650,000","D","Tax due (£ million)",9.8,600001,650000,2022
"1175","YE20220331","Year ending 31 March 2022","RE","Residential",86,"£600,001 to £650,000","V","Property value taxed (£ million)",210,600001,650000,2022
"27","YE20220331","Year ending 31 March 2022","RE","Residential",88,"Â£650,001 to Â£750,000","C","Number of transactions",470,650001,750000,2022
"45","YE20220331","Year ending 31 March 2022","RE","Residential",88,"Â£650,001 to Â£750,000","D","Tax due (£ million)",16.8,650001,750000,2022
"65","YE20220331","Year ending 31 March 2022","RE","Residential",88,"Â£650,001 to Â£750,000","V","Property value taxed (£ million)",333,650001,750000,2022
"996","YE20220331","Year ending 31 March 2022","RE","Residential",89,"£750,001 to £925,000","C","Number of transactions",330,750001,925000,2022
"1087","YE20220331","Year ending 31 March 2022","RE","Residential",89,"£750,001 to £925,000","D","Tax due (£ million)",15.6,750001,925000,2022
"1178","YE20220331","Year ending 31 March 2022","RE","Residential",89,"£750,001 to £925,000","V","Property value taxed (£ million)",275,750001,925000,2022
"997","YE20220331","Year ending 31 March 2022","RE","Residential",90,"£925,001 and over","C","Number of transactions",250,925001,NA,2022
"1088","YE20220331","Year ending 31 March 2022","RE","Residential",90,"£925,001 and over","D","Tax due (£ million)",23.5,925001,NA,2022
"1179","YE20220331","Year ending 31 March 2022","RE","Residential",90,"£925,001 and over","V","Property value taxed (£ million)",428,925001,NA,2022
"9071","YE20220331","Year ending 31 March 2022","RM","Main rates residential",0,"£0","C","Number of transactions",150,0,0,2022
"9981","YE20220331","Year ending 31 March 2022","RM","Main rates residential",0,"£0","D","Tax due (£ million)",0,0,0,2022
"10891","YE20220331","Year ending 31 March 2022","RM","Main rates residential",0,"£0","V","Property value taxed (£ million)",0,0,0,2022
"9081","YE20220331","Year ending 31 March 2022","RM","Main rates residential",1,"£1 to £5,000","C","Number of transactions",70,1,5000,2022
"9991","YE20220331","Year ending 31 March 2022","RM","Main rates residential",1,"£1 to £5,000","D","Tax due (£ million)",NA,1,5000,2022
"10901","YE20220331","Year ending 31 March 2022","RM","Main rates residential",1,"£1 to £5,000","V","Property value taxed (£ million)",0,1,5000,2022
"31","YE20220331","Year ending 31 March 2022","RM","Main rates residential",4,"Â£5,001 to Â£20,000","C","Number of transactions",100,5001,20000,2022
"661","YE20220331","Year ending 31 March 2022","RM","Main rates residential",4,"Â£5,001 to Â£20,000","D","Tax due (£ million)",NA,5001,20000,2022
"91","YE20220331","Year ending 31 March 2022","RM","Main rates residential",4,"Â£5,001 to Â£20,000","V","Property value taxed (£ million)",0.5,5001,20000,2022
"9121","YE20220331","Year ending 31 March 2022","RM","Main rates residential",5,"£20,001 to £25,000","C","Number of transactions",30,20001,25000,2022
"10031","YE20220331","Year ending 31 March 2022","RM","Main rates residential",5,"£20,001 to £25,000","D","Tax due (£ million)",NA,20001,25000,2022
"10941","YE20220331","Year ending 31 March 2022","RM","Main rates residential",5,"£20,001 to £25,000","V","Property value taxed (£ million)",0.75,20001,25000,2022
"9131","YE20220331","Year ending 31 March 2022","RM","Main rates residential",6,"£25,001 to £30,000","C","Number of transactions",40,25001,30000,2022
"10041","YE20220331","Year ending 31 March 2022","RM","Main rates residential",6,"£25,001 to £30,000","D","Tax due (£ million)",0,25001,30000,2022
"10951","YE20220331","Year ending 31 March 2022","RM","Main rates residential",6,"£25,001 to £30,000","V","Property value taxed (£ million)",1,25001,30000,2022
"9141","YE20220331","Year ending 31 March 2022","RM","Main rates residential",7,"£30,001 to £35,000","C","Number of transactions",30,30001,35000,2022
